Afvalstroomnummer,Verwerkersnummer Locatie van Bestemming (LvB),LvB KvK nummer,LvB Bedrijfsnaam,LvB Adres,LvB Postcode/Plaats,Handelsregisternummer Ontdoener,Naam Ontdoener,Land Ontdoener,LocatieHerkomst Straatnaam,LocatieHerkomst Huisnummer,LocatieHerkomst HuisnummerToevoeging,LocatieHerkomst Postcode,LocatieHerkomst Plaats,LocatieHerkomst Nabijheidsbeschrijving,LocatieHerkomst Land,Euralcode,Euralcode Omschrijving,Gebruikelijke Naam Afvalstof,VerwerkingsMethode Code,VerwerkingsMethode Omschrijving,Routeinzameling,Inzamelaarsregeling,Particuliere Ontdoener
087970000697,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,60966068,Verkeer Service Zuid-Holland B.V.,Nederland,Bandijkweg,46,a,2676LJ,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000697,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,60966068,Verkeer Service Zuid-Holland B.V.,Nederland,Bandijkweg,46,a,2676LJ,MAASDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000701,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,78529077,Voermans Tuinen Grondverzet B.V.,Nederland,Havenstraat,52,H,2681LC,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000701,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,78529077,Voermans Tuinen Grondverzet B.V.,Nederland,Havenstraat,52,H,2681LC,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000703,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000706,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27237524,Vreugdenhil Bulbs & Plants,Nederland,Monsterseweg,60,,2691JJ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000707,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,30114104,Van Hattum en Blankevoort B.V.,Nederland,Donker Duyvisweg,75,,3316BL,DORDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000708,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,51475626,VT Autoservice,Nederland,Zekkenweg,31,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000708,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,51475626,VT Autoservice,Nederland,Zekkenweg,31,,3151ZC,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000709,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,83197249,VTSM B.V.,Nederland,Havenstraat,4,,2681LD,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000709,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,83197249,VTSM B.V.,Nederland,Havenstraat,4,,2681LD,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000710,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Anthony Fokkerweg,69,,3088GE,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000710,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Anthony Fokkerweg,69,,3088GE,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000711,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,64230414,W-Sign Verkeersmaatregelen B.V.,Nederland,Zanddijk,38,,2691PH,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000715,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27340411,van der Weiden Installatietechniek,Nederland,Vondellaan,72,,2692DK,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000718,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000718,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000720,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27220846,C.J. van Winden B.V.,Nederland,Woudseweg,170,,2636AW,SCHIPLUIDEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000720,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27220846,C.J. van Winden B.V.,Nederland,Woudseweg,170,,2636AW,SCHIPLUIDEN,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000723,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27274318,Wood Creations B.V.,Nederland,Zekkenstraat,78,,3151XP,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000723,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27274318,Wood Creations B.V.,Nederland,Zekkenstraat,78,,3151XP,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000724,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,70370885,Woodfever Holding B.V.,Nederland,Energiestraat,4,,2671DE,NAALDWIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000725,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000725,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000727,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27330653,Chiel van Zomeren Sloop- en Snijwerken,Nederland,Melkhof,46,,2613KA,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000728,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27232701,Zwart Bouwmachines B.V.,Nederland,Nobelstraat,9,BU1,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000728,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27232701,Zwart Bouwmachines B.V.,Nederland,Nobelstraat,9,BU1,2693BC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000729,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73120855,T. Oorthuijsen,Nederland,Paulus Potterlaan,18,,1231AH,LOOSDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000729,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73120855,T. Oorthuijsen,Nederland,Paulus Potterlaan,18,,1231AH,LOOSDRECHT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000730,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24109490,Synres Almoco B.V.,Nederland,Kulkweg,102,,3151XE,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000730,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24109490,Synres Almoco B.V.,Nederland,Kulkweg,102,,3151XE,HOEK VAN HOLLAND,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000731,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27096095,Blok's Draadvormfabriek B.V.,Nederland,Koperwerf,7,,2544EM,'S-GRAVENHAGE,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000731,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27096095,Blok's Draadvormfabriek B.V.,Nederland,Koperwerf,7,,2544EM,'S-GRAVENHAGE,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000732,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,80305415,Alkore Kozijntechniek B.V.,Nederland,Vlotlaan,37,E,2681RW,MONSTER,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000732,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,80305415,Alkore Kozijntechniek B.V.,Nederland,Vlotlaan,37,E,2681RW,MONSTER,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000734,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,82550425,Horti Used B.V.,Nederland,Kanaalweg,8,D,2678LX,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000734,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,82550425,Horti Used B.V.,Nederland,Kanaalweg,8,D,2678LX,DE LIER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000735,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,69290482,Hogervorst Handel in Groente en Fruit B.V.,Nederland,Monsterseweg,117,,2691JD,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000796,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,77939336,1981 Handelsonderneming B.V.,Nederland,Govert Flinckstraat,26,,3262TD,OUD-BEIJERLAND,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000801,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,55784178,Bobertus,Nederland,Lookwatering,41,,2614KA,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000801,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,55784178,Bobertus,Nederland,Lookwatering,41,,2614KA,DELFT,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000803,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24158241,Bouw- en Aannemingsbedrijf Van Omme & de Groot B.V.,Nederland,Heemraadssingel,223,,3023CD,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000803,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,24158241,Bouw- en Aannemingsbedrijf Van Omme & de Groot B.V.,Nederland,Heemraadssingel,223,,3023CD,ROTTERDAM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000835,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27197385,P.J. Noordam V.O.F.,Nederland,Persyn van Ouwendijcklaan,7,,2691PL,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000835,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27197385,P.J. Noordam V.O.F.,Nederland,Persyn van Ouwendijcklaan,7,,2691PL,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000837,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,72326697,Opti-Systems & Services B.V.,Nederland,Vlotlaan,336,,2681TV,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000839,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74148931,Van Pelt Trading B.V.,Nederland,Klompenmakerstraat,10,,2984BB,RIDDERKERK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000840,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,74014501,PWItechniek,Nederland,Dalweg,9,,3233KK,OOSTVOORNE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000841,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27211889,Klaas Quartel B.V.,Nederland,Naaldwijkseweg,338,,2691PZ,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000843,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000843,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000845,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27193796,Europe Retail Packing B.V.,Nederland,ABC Westland,315,,2685DD,POELDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000845,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27193796,Europe Retail Packing B.V.,Nederland,ABC Westland,315,,2685DD,POELDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000846,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,200140,metalen,metalen,A02,Overslag / opbulken,N,N,J
087970000847,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,69360812,Golden Scorpion Nederland B.V.,Nederland,Vlotlaan,332,,2681TV,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000847,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,69360812,Golden Scorpion Nederland B.V.,Nederland,Vlotlaan,332,,2681TV,MONSTER,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000848,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,75860325,XSPlatforms Work at Height B.V.,Nederland,Papland,11,,4206CK,GORINCHEM,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000849,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,64052435,Bike Pitstop,Nederland,Vijverstraat,56,,4255HG,NIEUWENDIJK,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000850,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,,,,,,,,170407,gemengde metalen,gemengde metalen,C02,Shredderen / knippen,N,J,N
087970000851,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27124701,KPN B.V.,Nederland,Strijlandweg,7,,3541BD,UTRECHT,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000852,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27124701,KPN B.V.,Nederland,Strijlandweg,7,,3541BD,UTRECHT,,Nederland,160601,loodaccus,loodaccu''s,A02,Overslag / opbulken,N,N,N
087970000853,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Jan Ligthartstraat,1,,1817MR,ALKMAAR,,Nederland,170407,gemengde metalen,gemengde metalen,C02,Shredderen / knippen,N,N,N
087970000855,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27345020,C.M. Hoogenraad B.V.,Nederland,Marie Curiestraat,23,,2691HC,'S-GRAVENZANDE,,Nederland,200140,metalen,metalen,C02,Shredderen / knippen,N,N,N
087970000856,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,84091797,Simon van der Maas,Nederland,Uiverlaan,4,,3145XN,MAASSLUIS,,Nederland,200140,metalen,metalen,A02,Overslag / opbulken,N,N,N
087970000867,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,IJsselmeerstraat,184,,1784MA,DEN HELDER,,Nederland,170405,ijzer en staal,ijzer en staal,A02,Overslag / opbulken,N,N,N
087970000868,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,IJsselmeerstraat,184,,1784MA,DEN HELDER,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000870,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Trix Terwindtstraat,6,,2331GW,LEIDEN,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000873,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Trix Terwindtstraat,6,,2331GW,LEIDEN,,Nederland,170411,niet onder 17 04 10 vallende kabels,niet onder 17 04 10 vallende kabels,A02,Overslag / opbulken,N,N,N
087970000874,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,J
087970000875,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,08056748,ADEX Projecten B.V.,Nederland,Stationsstraat,29,,3511EK,UTRECHT,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000876,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,08056748,ADEX Projecten B.V.,Nederland,Stationsstraat,29,,3511EK,UTRECHT,,Nederland,170405,ijzer en staal,ijzer en staal,A02,Overslag / opbulken,N,N,N
087970000877,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Oudenoord,370,,3513EX,UTRECHT,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000878,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,,Particulier,,,,,,,,,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,J
087970000879,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,08056748,ADEX Projecten B.V.,Nederland,Parnassusweg,8,,1076AN,AMSTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000883,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,89337735,Bos Flowers & Orchids,Nederland,Vredebestlaan,59,a,2685AN,POELDIJK,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000884,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Simon Koopmanstraat,8,A,1693BG,WERVERSHOOF,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000885,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68257805,Spark Projects B.V.,Nederland,Posthumalaan,90,,3072AG,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000886,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,73120855,T. Oorthuijsen,Nederland,Visseringlaan,68,,2288ER,RIJSWIJK ZH,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000887,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Burgemeester Langmanstraat,11,A,3851NN,ERMELO,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000888,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,82550425,Horti Used B.V.,Nederland,Spargelfeldweg,1,D,,Nürnberg (D),,Duitsland,191202,ferrometalen,ferrometalen,A02,Overslag / opbulken,N,N,N
087970000889,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68338805,Pulles Grond & Sloopwerken B.V.,Nederland,Schiemerik,1,B,5334NL,VELDDRIEL,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000890,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Pittsburghstraat,21,,3047BL,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000891,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27247800,Vereniging van Eigenaren ABC Westland,Nederland,ABC Westland,668,,2685DH,POELDIJK,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000892,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Ambachtsweg,1,,2964LG,GROOT-AMMERS,,Nederland,191202,ferrometalen,ferrometalen,C02,Shredderen / knippen,N,N,N
087970000893,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Pelikaanweg,1,,1118DT,SCHIPHOL,,Nederland,170405,ijzer en staal,ijzer en staal,C02,Shredderen / knippen,N,N,N
087970000894,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,08056748,ADEX Projecten B.V.,Nederland,Claude Debussylaan,80,,1082MD,AMSTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000895,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Herestraat,78,,9711LL,GRONINGEN,,Nederland,191202,ferrometalen,ferrometalen,A02,Overslag / opbulken,N,N,N
087970000896,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68378114,Holland Licht B.V.,Nederland,Bankenstraat,21,a,4874ND,ETTEN-LEUR,,Nederland,200135,niet onder 20 01 21 en 20 01 23 vallende afgedankte elektrische en elektronische apparatuur die gevaarlijke onderdelen (6) bevat,niet onder 20 01 21 en 20 01 23 vallende afgedankte elektrische en elektronische apparatuur die geva,A02,Overslag / opbulken,N,N,N
087970000897,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27220505,Prins Mechanisatie B.V.,Nederland,Tuindersweg,37,,2676BD,MAASDIJK,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000899,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,68257805,Spark Projects B.V.,Nederland,Posthumalaan,90,,3072AG,ROTTERDAM,,Nederland,200135,niet onder 20 01 21 en 20 01 23 vallende afgedankte elektrische en elektronische apparatuur die gevaarlijke onderdelen (6) bevat,niet onder 20 01 21 en 20 01 23 vallende afgedankte elektrische en elektronische apparatuur die geva,C02,Shredderen / knippen,N,N,N
087970000901,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27224173,Aad Molenaar Sloopwerken B.V.,Nederland,Jaap Edenweg,1,,2544NL,'S-GRAVENHAGE,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000906,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,95388982,RDS Projecten B.V.,Nederland,Crispijnstraat,10,,3012GB,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000908,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Oortjespad,2,A,3471HD,KAMERIK,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000909,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Westhavenweg,53,,1042AL,AMSTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000910,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Haven,5,A,2161KS,LISSE,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
